,line_id,Quantity,Amount,BalanceAfterPayment,Datepaid
0,84018,2017-07-19T00:00:00.000Z,74970,,2017-07-19T00:00:00.000Z
1,84017,2017-07-19T00:00:00.000Z,109841,,2017-07-19T00:00:00.000Z
2,84016,2017-07-19T00:00:00.000Z,51128,,2017-07-19T00:00:00.000Z
3,84015,2017-07-19T00:00:00.000Z,74630,,2017-07-19T00:00:00.000Z
4,84014,2017-07-19T00:00:00.000Z,299030,,2017-07-19T00:00:00.000Z
5,84013,2017-07-24T00:00:00.000Z,492469,,2017-07-24T00:00:00.000Z
6,84012,2017-07-25T00:00:00.000Z,276100,,2017-07-25T00:00:00.000Z
7,84011,2017-07-31T00:00:00.000Z,95175,0.0,2017-07-31T00:00:00.000Z
8,84010,2017-08-02T00:00:00.000Z,128400,0.0,2017-08-02T00:00:00.000Z
9,73082,2016-06-15T00:00:00.000Z,35000,,2016-06-15T00:00:00.000Z
10,73081,2016-06-07T00:00:00.000Z,50000,,2016-06-07T00:00:00.000Z
11,73079,2016-06-16T00:00:00.000Z,31200,,2016-06-16T00:00:00.000Z
12,73078,2016-06-11T00:00:00.000Z,9750,,2016-06-11T00:00:00.000Z
13,73061,2016-06-21T00:00:00.000Z,50000,,2016-06-21T00:00:00.000Z
14,73058,2016-06-21T00:00:00.000Z,1500,,2016-06-21T00:00:00.000Z
15,73048,2016-06-21T00:00:00.000Z,45000,,2016-06-21T00:00:00.000Z
16,73054,2016-06-21T00:00:00.000Z,52500,,2016-06-21T00:00:00.000Z
17,73056,2016-06-21T00:00:00.000Z,35100,,2016-06-21T00:00:00.000Z
18,73052,2016-06-21T00:00:00.000Z,25000,,2016-06-21T00:00:00.000Z
19,73046,2016-06-21T00:00:00.000Z,23500,,2016-06-21T00:00:00.000Z
20,73037,2016-06-21T00:00:00.000Z,82500,,2016-06-21T00:00:00.000Z
21,73038,2016-06-21T00:00:00.000Z,25000,,2016-06-21T00:00:00.000Z
22,73040,2016-06-21T00:00:00.000Z,270000,,2016-06-21T00:00:00.000Z
23,73042,2016-06-21T00:00:00.000Z,23500,,2016-06-21T00:00:00.000Z
24,73034,2016-06-21T00:00:00.000Z,150000,,2016-06-21T00:00:00.000Z
25,73028,2016-06-21T00:00:00.000Z,5000,,2016-06-21T00:00:00.000Z
26,73025,2016-06-21T00:00:00.000Z,120000,,2016-06-21T00:00:00.000Z
27,73022,2016-06-21T00:00:00.000Z,101000,,2016-06-21T00:00:00.000Z
28,73017,2016-06-21T00:00:00.000Z,52500,,2016-06-21T00:00:00.000Z
29,73014,2016-06-21T00:00:00.000Z,15000,,2016-06-21T00:00:00.000Z
30,73016,2016-06-21T00:00:00.000Z,62300,,2016-06-21T00:00:00.000Z
31,73009,2016-06-21T00:00:00.000Z,10000,,2016-06-21T00:00:00.000Z
32,73011,2016-06-21T00:00:00.000Z,56500,,2016-06-21T00:00:00.000Z
33,73012,2016-06-21T00:00:00.000Z,15000,,2016-06-21T00:00:00.000Z
34,73006,2016-06-21T00:00:00.000Z,40000,,2016-06-21T00:00:00.000Z
35,73007,2016-06-21T00:00:00.000Z,52500,,2016-06-21T00:00:00.000Z
36,73003,2016-06-21T00:00:00.000Z,40000,,2016-06-21T00:00:00.000Z
37,73005,2016-06-21T00:00:00.000Z,60900,,2016-06-21T00:00:00.000Z
38,73002,2016-06-21T00:00:00.000Z,18200,,2016-06-21T00:00:00.000Z
39,72999,2016-06-21T00:00:00.000Z,3900,,2016-06-21T00:00:00.000Z
40,72997,2016-06-21T00:00:00.000Z,5000,,2016-06-21T00:00:00.000Z
41,73000,2016-06-21T00:00:00.000Z,43500,,2016-06-21T00:00:00.000Z
42,72988,2016-06-21T00:00:00.000Z,83000,,2016-06-21T00:00:00.000Z
43,72990,2016-06-21T00:00:00.000Z,19620,,2016-06-21T00:00:00.000Z
44,72986,2016-06-21T00:00:00.000Z,135000,,2016-06-21T00:00:00.000Z
45,72994,2016-06-21T00:00:00.000Z,40000,,2016-06-21T00:00:00.000Z
46,72989,2016-06-21T00:00:00.000Z,40000,,2016-06-21T00:00:00.000Z
47,72984,2016-06-21T00:00:00.000Z,25000,,2016-06-21T00:00:00.000Z
48,72992,2016-06-21T00:00:00.000Z,23243,,2016-06-21T00:00:00.000Z
49,72980,2016-06-21T00:00:00.000Z,140000,,2016-06-21T00:00:00.000Z
50,72982,2016-06-21T00:00:00.000Z,15000,,2016-06-21T00:00:00.000Z
51,72979,2016-06-21T00:00:00.000Z,25000,,2016-06-21T00:00:00.000Z
52,72965,2016-06-21T00:00:00.000Z,25000,,2016-06-21T00:00:00.000Z
53,72967,2016-06-21T00:00:00.000Z,12500,,2016-06-21T00:00:00.000Z
54,72968,2016-06-21T00:00:00.000Z,25000,,2016-06-21T00:00:00.000Z
55,72972,2016-06-21T00:00:00.000Z,50000,,2016-06-21T00:00:00.000Z
56,72973,2016-06-21T00:00:00.000Z,15000,,2016-06-21T00:00:00.000Z
57,72962,2016-06-21T00:00:00.000Z,12000,,2016-06-21T00:00:00.000Z
58,72951,2016-06-21T00:00:00.000Z,23350,,2016-06-21T00:00:00.000Z
59,72953,2016-06-21T00:00:00.000Z,25000,,2016-06-21T00:00:00.000Z
60,72955,2016-06-21T00:00:00.000Z,100000,,2016-06-21T00:00:00.000Z
61,72952,2016-06-21T00:00:00.000Z,85000,,2016-06-21T00:00:00.000Z
62,72957,2016-06-21T00:00:00.000Z,44800,,2016-06-21T00:00:00.000Z
63,72942,2016-06-21T00:00:00.000Z,34000,,2016-06-21T00:00:00.000Z
64,72941,2016-06-21T00:00:00.000Z,53000,,2016-06-21T00:00:00.000Z
65,72931,2016-06-21T00:00:00.000Z,120000,,2016-06-21T00:00:00.000Z
66,72932,2016-06-21T00:00:00.000Z,40000,,2016-06-21T00:00:00.000Z
67,72933,2016-06-21T00:00:00.000Z,4221,,2016-06-21T00:00:00.000Z
68,72929,2016-06-21T00:00:00.000Z,32500,,2016-06-21T00:00:00.000Z
69,72924,2016-06-21T00:00:00.000Z,50000,,2016-06-21T00:00:00.000Z
70,72928,2016-06-21T00:00:00.000Z,20000,,2016-06-21T00:00:00.000Z
71,72927,2016-06-21T00:00:00.000Z,73052,,2016-06-21T00:00:00.000Z
72,72917,2016-06-21T00:00:00.000Z,37664,,2016-06-21T00:00:00.000Z
73,72920,2016-06-21T00:00:00.000Z,1051800,,2016-06-21T00:00:00.000Z
74,72919,2016-06-21T00:00:00.000Z,109798,,2016-06-21T00:00:00.000Z
75,72914,2016-06-21T00:00:00.000Z,22500,,2016-06-21T00:00:00.000Z
76,72906,2016-06-21T00:00:00.000Z,110000,,2016-06-21T00:00:00.000Z
77,72907,2016-06-21T00:00:00.000Z,65000,,2016-06-21T00:00:00.000Z
78,72910,2016-06-21T00:00:00.000Z,3000,,2016-06-21T00:00:00.000Z
79,72894,2016-06-21T00:00:00.000Z,58909,,2016-06-21T00:00:00.000Z
80,72901,2016-06-21T00:00:00.000Z,30000,,2016-06-21T00:00:00.000Z
81,72897,2016-06-21T00:00:00.000Z,130000,,2016-06-21T00:00:00.000Z
82,72899,2016-06-21T00:00:00.000Z,49693,,2016-06-21T00:00:00.000Z
83,72902,2016-06-21T00:00:00.000Z,22650,,2016-06-21T00:00:00.000Z
84,72892,2016-06-21T00:00:00.000Z,75000,,2016-06-21T00:00:00.000Z
85,72893,2016-06-21T00:00:00.000Z,70000,,2016-06-21T00:00:00.000Z
86,72891,2016-06-21T00:00:00.000Z,45000,,2016-06-21T00:00:00.000Z
87,72883,2016-06-21T00:00:00.000Z,32500,,2016-06-21T00:00:00.000Z
88,72886,2016-06-21T00:00:00.000Z,5000,,2016-06-21T00:00:00.000Z
89,72888,2016-06-21T00:00:00.000Z,66500,,2016-06-21T00:00:00.000Z
90,72878,2016-06-21T00:00:00.000Z,90000,,2016-06-21T00:00:00.000Z
91,72882,2016-06-21T00:00:00.000Z,162750,,2016-06-21T00:00:00.000Z
92,72877,2016-06-21T00:00:00.000Z,32500,,2016-06-21T00:00:00.000Z
93,72875,2016-06-21T00:00:00.000Z,4500,,2016-06-21T00:00:00.000Z
94,72869,2016-06-22T00:00:00.000Z,100000,,2016-06-22T00:00:00.000Z
95,73077,2016-06-17T00:00:00.000Z,85000,,2016-06-17T00:00:00.000Z
96,72874,2016-06-21T00:00:00.000Z,5000,,2016-06-21T00:00:00.000Z
97,72870,2016-06-22T00:00:00.000Z,100000,,2016-06-22T00:00:00.000Z
98,73072,2016-06-17T00:00:00.000Z,20800,,2016-06-17T00:00:00.000Z
99,73074,2016-06-21T00:00:00.000Z,265000,,2016-06-21T00:00:00.000Z
100,73071,2016-06-17T00:00:00.000Z,70000,,2016-06-17T00:00:00.000Z
101,73069,2016-06-17T00:00:00.000Z,42500,,2016-06-17T00:00:00.000Z
102,73064,2016-06-15T00:00:00.000Z,35000,,2016-06-15T00:00:00.000Z
103,84008,2017-08-09T00:00:00.000Z,218790,0.0,2017-08-09T00:00:00.000Z
104,72896,2016-06-21T00:00:00.000Z,57500,,2016-06-21T00:00:00.000Z
105,72872,2016-06-21T00:00:00.000Z,168000,,2016-06-21T00:00:00.000Z
106,84007,2017-08-15T00:00:00.000Z,332180,0.0,2017-08-15T00:00:00.000Z
107,72958,2016-06-21T00:00:00.000Z,80566,,2016-06-21T00:00:00.000Z
108,84006,2017-08-15T00:00:00.000Z,128605,0.0,2017-08-15T00:00:00.000Z
109,91736,2016-06-30T00:00:00.000Z,4500000,,2016-06-30T00:00:00.000Z
110,72949,2016-06-21T00:00:00.000Z,181824,,2016-06-21T00:00:00.000Z
111,72939,2016-06-21T00:00:00.000Z,41318,,2016-06-21T00:00:00.000Z
112,72867,2016-06-22T00:00:00.000Z,527470,,2016-06-22T00:00:00.000Z
113,91735,2016-07-25T00:00:00.000Z,1200000,,2016-07-25T00:00:00.000Z
114,72866,2016-06-22T00:00:00.000Z,515201,,2016-06-22T00:00:00.000Z
115,72916,2016-06-21T00:00:00.000Z,300000,,2016-06-21T00:00:00.000Z
116,72880,2016-06-21T00:00:00.000Z,24000,,2016-06-21T00:00:00.000Z
117,72862,2016-06-24T00:00:00.000Z,24800,,2016-06-24T00:00:00.000Z
118,72861,2016-06-24T00:00:00.000Z,85020,,2016-06-24T00:00:00.000Z
119,73020,2016-06-21T00:00:00.000Z,20000,,2016-06-21T00:00:00.000Z
120,72857,2016-06-28T00:00:00.000Z,7920,,2016-06-28T00:00:00.000Z
121,72860,2016-06-28T00:00:00.000Z,20000,,2016-06-28T00:00:00.000Z
122,72858,2016-06-28T00:00:00.000Z,16560,,2016-06-28T00:00:00.000Z
123,84002,2017-08-16T00:00:00.000Z,18169,0.0,2017-08-16T00:00:00.000Z
124,84001,2017-08-16T00:00:00.000Z,30600,0.0,2017-08-16T00:00:00.000Z
125,84000,2017-08-16T00:00:00.000Z,13005,0.0,2017-08-16T00:00:00.000Z
126,72847,2016-06-28T00:00:00.000Z,44000,,2016-06-28T00:00:00.000Z
127,72850,2016-06-28T00:00:00.000Z,200000,,2016-06-28T00:00:00.000Z
128,72974,2016-06-21T00:00:00.000Z,49714,,2016-06-21T00:00:00.000Z
129,72824,2016-07-05T00:00:00.000Z,10000,,2016-07-05T00:00:00.000Z
130,72825,2016-07-05T00:00:00.000Z,45000,,2016-07-05T00:00:00.000Z
131,72830,2016-07-05T00:00:00.000Z,21000,,2016-07-05T00:00:00.000Z
132,72813,2016-07-05T00:00:00.000Z,1139525,,2016-07-05T00:00:00.000Z
133,72816,2016-07-05T00:00:00.000Z,11000,,2016-07-05T00:00:00.000Z
134,72821,2016-07-05T00:00:00.000Z,35000,,2016-07-05T00:00:00.000Z
135,72820,2016-07-05T00:00:00.000Z,133700,,2016-07-05T00:00:00.000Z
136,72806,2016-07-05T00:00:00.000Z,170000,,2016-07-05T00:00:00.000Z
137,72808,2016-07-05T00:00:00.000Z,32500,,2016-07-05T00:00:00.000Z
138,72812,2016-07-05T00:00:00.000Z,35000,,2016-07-05T00:00:00.000Z
139,72801,2016-07-05T00:00:00.000Z,17500,,2016-07-05T00:00:00.000Z
140,72798,2016-07-05T00:00:00.000Z,12500,,2016-07-05T00:00:00.000Z
141,72805,2016-07-05T00:00:00.000Z,80000,,2016-07-05T00:00:00.000Z
142,83996,2017-08-31T00:00:00.000Z,175350,0.0,2017-08-31T00:00:00.000Z
143,72791,2016-07-05T00:00:00.000Z,110000,,2016-07-05T00:00:00.000Z
144,72790,2016-07-05T00:00:00.000Z,55000,,2016-07-05T00:00:00.000Z
145,72781,2016-07-05T00:00:00.000Z,10000,,2016-07-05T00:00:00.000Z
146,72787,2016-07-05T00:00:00.000Z,70000,,2016-07-05T00:00:00.000Z
147,72776,2016-07-05T00:00:00.000Z,32500,,2016-07-05T00:00:00.000Z
148,72769,2016-07-05T00:00:00.000Z,20000,,2016-07-05T00:00:00.000Z
149,72766,2016-07-05T00:00:00.000Z,37500,,2016-07-05T00:00:00.000Z
150,72756,2016-07-05T00:00:00.000Z,70000,,2016-07-05T00:00:00.000Z
151,72759,2016-07-05T00:00:00.000Z,50000,,2016-07-05T00:00:00.000Z
152,72761,2016-07-05T00:00:00.000Z,40000,,2016-07-05T00:00:00.000Z
153,72765,2016-07-05T00:00:00.000Z,125000,,2016-07-05T00:00:00.000Z
154,72764,2016-07-05T00:00:00.000Z,91700,,2016-07-05T00:00:00.000Z
155,72744,2016-07-05T00:00:00.000Z,45000,,2016-07-05T00:00:00.000Z
156,72747,2016-07-05T00:00:00.000Z,165000,,2016-07-05T00:00:00.000Z
157,72743,2016-07-05T00:00:00.000Z,40000,,2016-07-05T00:00:00.000Z
158,72738,2016-07-05T00:00:00.000Z,12000,,2016-07-05T00:00:00.000Z
159,72742,2016-07-05T00:00:00.000Z,30000,,2016-07-05T00:00:00.000Z
160,72740,2016-07-05T00:00:00.000Z,19000,,2016-07-05T00:00:00.000Z
161,72734,2016-07-05T00:00:00.000Z,35000,,2016-07-05T00:00:00.000Z
162,72727,2016-07-05T00:00:00.000Z,32500,,2016-07-05T00:00:00.000Z
163,72729,2016-07-05T00:00:00.000Z,255000,,2016-07-05T00:00:00.000Z
164,72731,2016-07-05T00:00:00.000Z,40000,,2016-07-05T00:00:00.000Z
165,72730,2016-07-05T00:00:00.000Z,25000,,2016-07-05T00:00:00.000Z
166,72728,2016-07-05T00:00:00.000Z,150000,,2016-07-05T00:00:00.000Z
167,72732,2016-07-05T00:00:00.000Z,20160,,2016-07-05T00:00:00.000Z
168,72719,2016-07-05T00:00:00.000Z,4500,,2016-07-05T00:00:00.000Z
169,91718,2016-08-14T00:00:00.000Z,300000,,2016-08-14T00:00:00.000Z
170,72720,2016-07-05T00:00:00.000Z,52500,,2016-07-05T00:00:00.000Z
171,72721,2016-07-05T00:00:00.000Z,53000,,2016-07-05T00:00:00.000Z
172,72718,2016-07-05T00:00:00.000Z,83520,,2016-07-05T00:00:00.000Z
173,72715,2016-07-05T00:00:00.000Z,50000,,2016-07-05T00:00:00.000Z
174,72713,2016-07-05T00:00:00.000Z,69600,,2016-07-05T00:00:00.000Z
175,72705,2016-07-05T00:00:00.000Z,60000,,2016-07-05T00:00:00.000Z
176,72707,2016-07-05T00:00:00.000Z,7500,,2016-07-05T00:00:00.000Z
177,72706,2016-07-05T00:00:00.000Z,110000,,2016-07-05T00:00:00.000Z
178,72712,2016-07-05T00:00:00.000Z,38000,,2016-07-05T00:00:00.000Z
179,72710,2016-07-05T00:00:00.000Z,585900,,2016-07-05T00:00:00.000Z
180,72700,2016-07-05T00:00:00.000Z,120000,,2016-07-05T00:00:00.000Z
181,72698,2016-07-05T00:00:00.000Z,25000,,2016-07-05T00:00:00.000Z
182,72686,2016-07-05T00:00:00.000Z,20000,,2016-07-05T00:00:00.000Z
183,72685,2016-07-05T00:00:00.000Z,310000,,2016-07-05T00:00:00.000Z
184,72681,2016-07-05T00:00:00.000Z,40000,,2016-07-05T00:00:00.000Z
185,72689,2016-07-05T00:00:00.000Z,25000,,2016-07-05T00:00:00.000Z
186,72675,2016-07-05T00:00:00.000Z,30000,,2016-07-05T00:00:00.000Z
187,72677,2016-07-05T00:00:00.000Z,72500,,2016-07-05T00:00:00.000Z
188,72678,2016-07-05T00:00:00.000Z,55000,,2016-07-05T00:00:00.000Z
189,72680,2016-07-05T00:00:00.000Z,25000,,2016-07-05T00:00:00.000Z
190,72665,2016-07-05T00:00:00.000Z,87500,,2016-07-05T00:00:00.000Z
191,72669,2016-07-05T00:00:00.000Z,270000,,2016-07-05T00:00:00.000Z
192,72672,2016-07-05T00:00:00.000Z,100000,,2016-07-05T00:00:00.000Z
193,72667,2016-07-05T00:00:00.000Z,8450,,2016-07-05T00:00:00.000Z
194,72673,2016-07-05T00:00:00.000Z,140000,,2016-07-05T00:00:00.000Z
195,72670,2016-07-05T00:00:00.000Z,22500,,2016-07-05T00:00:00.000Z
196,72659,2016-07-05T00:00:00.000Z,83000,,2016-07-05T00:00:00.000Z
197,72662,2016-07-05T00:00:00.000Z,16000,,2016-07-05T00:00:00.000Z
198,72658,2016-07-05T00:00:00.000Z,200000,,2016-07-05T00:00:00.000Z
199,72656,2016-07-05T00:00:00.000Z,15000,,2016-07-05T00:00:00.000Z
200,72657,2016-07-05T00:00:00.000Z,100000,,2016-07-05T00:00:00.000Z
201,72844,2016-06-30T00:00:00.000Z,50000,,2016-06-30T00:00:00.000Z
202,72653,2016-07-05T00:00:00.000Z,12500,,2016-07-05T00:00:00.000Z
203,83994,2017-08-31T00:00:00.000Z,106350,0.0,2017-08-31T00:00:00.000Z
204,72842,2016-06-30T00:00:00.000Z,24800,,2016-06-30T00:00:00.000Z
205,72840,2016-06-30T00:00:00.000Z,16900,,2016-06-30T00:00:00.000Z
206,72838,2016-06-30T00:00:00.000Z,11700,,2016-06-30T00:00:00.000Z
207,83990,2017-09-15T00:00:00.000Z,388875,0.0,2017-09-15T00:00:00.000Z
208,83989,2017-09-15T00:00:00.000Z,66300,0.0,2017-09-15T00:00:00.000Z
209,72708,2016-07-05T00:00:00.000Z,52500,,2016-07-05T00:00:00.000Z
210,72676,2016-07-05T00:00:00.000Z,84700,,2016-07-05T00:00:00.000Z
211,72664,2016-07-05T00:00:00.000Z,11000,,2016-07-05T00:00:00.000Z
212,72784,2016-07-05T00:00:00.000Z,82500,,2016-07-05T00:00:00.000Z
213,72823,2016-07-05T00:00:00.000Z,11700,,2016-07-05T00:00:00.000Z
214,72855,2016-06-28T00:00:00.000Z,35900,,2016-06-28T00:00:00.000Z
215,72716,2016-07-05T00:00:00.000Z,27500,,2016-07-05T00:00:00.000Z
216,72725,2016-07-05T00:00:00.000Z,85000,,2016-07-05T00:00:00.000Z
217,72646,2016-07-06T00:00:00.000Z,100000,,2016-07-06T00:00:00.000Z
218,72645,2016-07-06T00:00:00.000Z,100000,,2016-07-06T00:00:00.000Z
219,72814,2016-07-05T00:00:00.000Z,107800,,2016-07-05T00:00:00.000Z
220,73019,2016-06-21T00:00:00.000Z,13000,,2016-06-21T00:00:00.000Z
221,72760,2016-07-05T00:00:00.000Z,13000,,2016-07-05T00:00:00.000Z
222,72699,2016-07-05T00:00:00.000Z,72800,,2016-07-05T00:00:00.000Z
223,72831,2016-06-30T00:00:00.000Z,35000,,2016-06-30T00:00:00.000Z
224,72636,2016-07-08T00:00:00.000Z,35280,,2016-07-08T00:00:00.000Z
225,72795,2016-07-05T00:00:00.000Z,168000,,2016-07-05T00:00:00.000Z
226,72879,2016-06-21T00:00:00.000Z,30929,,2016-06-21T00:00:00.000Z
227,72663,2016-07-05T00:00:00.000Z,7500,,2016-07-05T00:00:00.000Z
228,73033,2016-06-21T00:00:00.000Z,20000,,2016-06-21T00:00:00.000Z
229,72940,2016-06-21T00:00:00.000Z,27000,,2016-06-21T00:00:00.000Z
230,72674,2016-07-05T00:00:00.000Z,27000,,2016-07-05T00:00:00.000Z
231,72650,2016-06-28T00:00:00.000Z,6664,,2016-06-28T00:00:00.000Z
232,72648,2016-06-30T00:00:00.000Z,8450,,2016-06-30T00:00:00.000Z
233,72782,2016-07-05T00:00:00.000Z,85000,,2016-07-05T00:00:00.000Z
234,72644,2016-07-07T00:00:00.000Z,275000,,2016-07-07T00:00:00.000Z
235,72643,2016-07-07T00:00:00.000Z,72100,,2016-07-07T00:00:00.000Z
236,72640,2016-07-07T00:00:00.000Z,265000,,2016-07-07T00:00:00.000Z
237,72792,2016-07-05T00:00:00.000Z,121004,,2016-07-05T00:00:00.000Z
238,72709,2016-07-05T00:00:00.000Z,57500,,2016-07-05T00:00:00.000Z
239,72637,2016-07-07T00:00:00.000Z,77500,,2016-07-07T00:00:00.000Z
240,72652,2016-07-05T00:00:00.000Z,74900,,2016-07-05T00:00:00.000Z
241,72626,2016-07-08T00:00:00.000Z,27000,,2016-07-08T00:00:00.000Z
242,72619,2016-07-08T00:00:00.000Z,20000,,2016-07-08T00:00:00.000Z
243,72622,2016-07-08T00:00:00.000Z,20000,,2016-07-08T00:00:00.000Z
244,72629,2016-07-08T00:00:00.000Z,43500,,2016-07-08T00:00:00.000Z
245,72615,2016-07-08T00:00:00.000Z,200000,,2016-07-08T00:00:00.000Z
246,72614,2016-07-08T00:00:00.000Z,20000,,2016-07-08T00:00:00.000Z
247,72610,2016-07-08T00:00:00.000Z,25000,,2016-07-08T00:00:00.000Z
248,72609,2016-07-08T00:00:00.000Z,25000,,2016-07-08T00:00:00.000Z
249,72739,2016-07-05T00:00:00.000Z,26000,,2016-07-05T00:00:00.000Z
250,72819,2016-07-05T00:00:00.000Z,17500,,2016-07-05T00:00:00.000Z
251,72607,2016-07-08T00:00:00.000Z,4779,,2016-07-08T00:00:00.000Z
252,72599,2016-07-14T00:00:00.000Z,20300,,2016-07-14T00:00:00.000Z
253,72598,2016-07-14T00:00:00.000Z,87500,,2016-07-14T00:00:00.000Z
254,72586,2016-07-19T00:00:00.000Z,518000,,2016-07-19T00:00:00.000Z
255,72578,2016-07-19T00:00:00.000Z,61075,,2016-07-19T00:00:00.000Z
256,72576,2016-07-19T00:00:00.000Z,82500,,2016-07-19T00:00:00.000Z
257,72579,2016-07-19T00:00:00.000Z,50000,,2016-07-19T00:00:00.000Z
258,72567,2016-07-19T00:00:00.000Z,150000,,2016-07-19T00:00:00.000Z
259,72568,2016-07-19T00:00:00.000Z,110000,,2016-07-19T00:00:00.000Z
260,72566,2016-07-19T00:00:00.000Z,3000,,2016-07-19T00:00:00.000Z
261,72559,2016-07-19T00:00:00.000Z,120000,,2016-07-19T00:00:00.000Z
262,72563,2016-07-19T00:00:00.000Z,60000,,2016-07-19T00:00:00.000Z
263,72562,2016-07-19T00:00:00.000Z,120000,,2016-07-19T00:00:00.000Z
264,72564,2016-07-19T00:00:00.000Z,20000,,2016-07-19T00:00:00.000Z
265,72557,2016-07-19T00:00:00.000Z,12500,,2016-07-19T00:00:00.000Z
266,72547,2016-07-19T00:00:00.000Z,12000,,2016-07-19T00:00:00.000Z
267,72549,2016-07-19T00:00:00.000Z,23500,,2016-07-19T00:00:00.000Z
268,72551,2016-07-19T00:00:00.000Z,31880,,2016-07-19T00:00:00.000Z
269,72554,2016-07-19T00:00:00.000Z,135000,,2016-07-19T00:00:00.000Z
270,72545,2016-07-19T00:00:00.000Z,20877,,2016-07-19T00:00:00.000Z
271,72538,2016-07-19T00:00:00.000Z,1176000,,2016-07-19T00:00:00.000Z
272,72540,2016-07-19T00:00:00.000Z,4550,,2016-07-19T00:00:00.000Z
273,72533,2016-07-19T00:00:00.000Z,15000,,2016-07-19T00:00:00.000Z
274,72524,2016-07-19T00:00:00.000Z,50000,,2016-07-19T00:00:00.000Z
275,72518,2016-07-19T00:00:00.000Z,59500,,2016-07-19T00:00:00.000Z
276,72519,2016-07-19T00:00:00.000Z,65000,,2016-07-19T00:00:00.000Z
277,72522,2016-07-19T00:00:00.000Z,37500,,2016-07-19T00:00:00.000Z
278,72516,2016-07-19T00:00:00.000Z,40000,,2016-07-19T00:00:00.000Z
279,72521,2016-07-19T00:00:00.000Z,80500,,2016-07-19T00:00:00.000Z
280,72513,2016-07-19T00:00:00.000Z,52500,,2016-07-19T00:00:00.000Z
281,72512,2016-07-19T00:00:00.000Z,12500,,2016-07-19T00:00:00.000Z
282,72510,2016-07-19T00:00:00.000Z,25000,,2016-07-19T00:00:00.000Z
283,72514,2016-07-19T00:00:00.000Z,40000,,2016-07-19T00:00:00.000Z
284,72515,2016-07-19T00:00:00.000Z,95000,,2016-07-19T00:00:00.000Z
285,72508,2016-07-19T00:00:00.000Z,17000,,2016-07-19T00:00:00.000Z
286,72503,2016-07-19T00:00:00.000Z,25000,,2016-07-19T00:00:00.000Z
287,72499,2016-07-19T00:00:00.000Z,35000,,2016-07-19T00:00:00.000Z
288,72501,2016-07-19T00:00:00.000Z,168000,,2016-07-19T00:00:00.000Z
289,72497,2016-07-19T00:00:00.000Z,85000,,2016-07-19T00:00:00.000Z
290,72492,2016-07-19T00:00:00.000Z,55000,,2016-07-19T00:00:00.000Z
291,72488,2016-07-19T00:00:00.000Z,32500,,2016-07-19T00:00:00.000Z
292,72484,2016-07-19T00:00:00.000Z,15000,,2016-07-19T00:00:00.000Z
293,72475,2016-07-19T00:00:00.000Z,170000,,2016-07-19T00:00:00.000Z
294,72476,2016-07-19T00:00:00.000Z,40000,,2016-07-19T00:00:00.000Z
295,72477,2016-07-19T00:00:00.000Z,20000,,2016-07-19T00:00:00.000Z
296,72474,2016-07-19T00:00:00.000Z,146500,,2016-07-19T00:00:00.000Z
297,72471,2016-07-19T00:00:00.000Z,29250,,2016-07-19T00:00:00.000Z
298,72469,2016-07-19T00:00:00.000Z,17500,,2016-07-19T00:00:00.000Z
299,72472,2016-07-19T00:00:00.000Z,22400,,2016-07-19T00:00:00.000Z
300,72466,2016-07-19T00:00:00.000Z,32500,,2016-07-19T00:00:00.000Z
301,72465,2016-07-19T00:00:00.000Z,110000,,2016-07-19T00:00:00.000Z
302,72464,2016-07-19T00:00:00.000Z,25000,,2016-07-19T00:00:00.000Z
303,72459,2016-07-19T00:00:00.000Z,83000,,2016-07-19T00:00:00.000Z
304,72450,2016-07-19T00:00:00.000Z,79256,,2016-07-19T00:00:00.000Z
305,72448,2016-07-19T00:00:00.000Z,85000,,2016-07-19T00:00:00.000Z
306,72454,2016-07-19T00:00:00.000Z,10000,,2016-07-19T00:00:00.000Z
307,72445,2016-07-19T00:00:00.000Z,70500,,2016-07-19T00:00:00.000Z
308,72438,2016-07-19T00:00:00.000Z,30000,,2016-07-19T00:00:00.000Z
309,72440,2016-07-19T00:00:00.000Z,6800,,2016-07-19T00:00:00.000Z
310,72442,2016-07-19T00:00:00.000Z,32500,,2016-07-19T00:00:00.000Z
311,72435,2016-07-19T00:00:00.000Z,67600,,2016-07-19T00:00:00.000Z
312,72419,2016-07-19T00:00:00.000Z,130000,,2016-07-19T00:00:00.000Z
313,72420,2016-07-19T00:00:00.000Z,270000,,2016-07-19T00:00:00.000Z
314,72421,2016-07-19T00:00:00.000Z,140000,,2016-07-19T00:00:00.000Z
315,72424,2016-07-19T00:00:00.000Z,150000,,2016-07-19T00:00:00.000Z
316,72415,2016-07-19T00:00:00.000Z,52500,,2016-07-19T00:00:00.000Z
317,72414,2016-07-19T00:00:00.000Z,37500,,2016-07-19T00:00:00.000Z
318,72412,2016-07-19T00:00:00.000Z,4172,,2016-07-19T00:00:00.000Z
319,72401,2016-07-19T00:00:00.000Z,34000,,2016-07-19T00:00:00.000Z
320,72404,2016-07-19T00:00:00.000Z,16500,,2016-07-19T00:00:00.000Z
321,72543,2016-07-19T00:00:00.000Z,25000,,2016-07-19T00:00:00.000Z
322,72561,2016-07-19T00:00:00.000Z,25000,,2016-07-19T00:00:00.000Z
